Journal Title,MEDLINE Abbreviation,ISSN (Print),ISSN (Online),Country,Categories,Start Year,NLM ID
Australasian psychiatry : bulletin of Royal Australian and New Zealand College of Psychiatrists.,Australas Psychiatry,1039-8562,1440-1665,England,Psychiatry,1991,9613603
Autism : the international journal of research and practice.,Autism,1362-3613,1461-7005,England,Psychiatry; Psychology,1997,9713494
Autism research : official journal of the International Society for Autism Research.,Autism Res,1939-3792,1939-3806,United States,Psychiatry,2008,101461858
BMC psychiatry.,BMC Psychiatry,,1471-244X,England,Psychiatry,2001,100968559
Behavior modification.,Behav Modif,0145-4455,1552-4167,United States,Behavioral Sciences; Psychiatry,1977,7803043
Behavioral medicine.,Behav Med,0896-4289,1940-4026,United States,Behavioral Sciences; Psychiatry,1988,8804264
Behavioural and cognitive psychotherapy.,Behav Cogn Psychother,1352-4658,1469-1833,United States,Behavioral Sciences; Psychiatry,1993,9418292
Biological psychiatry.,Biol Psychiatry,0006-3223,1873-2402,United States,Psychiatry; Psychophysiology,1969,0213264
Biological psychiatry. Cognitive neuroscience and neuroimaging.,Biol Psychiatry Cogn Neurosci Neuroimaging,2451-9022,2451-9030,United States,Diagnostic Imaging; Neurology; Psychiatry,2016,101671285
Biopsychosocial science and medicine.,Biopsychosoc Sci Med,2998-8748,2998-8756,United States,Psychiatry; Psychology,2025,9918976361906676
Bipolar disorders.,Bipolar Disord,1398-5647,1399-5618,Denmark,Psychiatry,1999,100883596
Bulletin of the Menninger Clinic.,Bull Menninger Clin,0025-9284,1943-2828,United States,Psychiatry,1936,7507032
CNS spectrums.,CNS Spectr,1092-8529,2165-6509,United States,Neurology; Psychiatry,1996,9702877
Canadian journal of psychiatry. Revue canadienne de psychiatrie.,Can J Psychiatry,0706-7437,1497-0015,United States,Psychiatry,1979,7904187
Cannabis and cannabinoid research.,Cannabis Cannabinoid Res,2578-5125,2378-8763,United States,Pharmacology; Psychopharmacology,2016,101684827
Child and adolescent psychiatric clinics of North America.,Child Adolesc Psychiatr Clin N Am,1056-4993,1558-0490,United States,Pediatrics; Psychiatry,1992,9313451
Child psychiatry and human development.,Child Psychiatry Hum Dev,0009-398X,1573-3327,United States,Pediatrics; Psychiatry,1970,1275332
Clinical child psychology and psychiatry.,Clin Child Psychol Psychiatry,1359-1045,1461-7021,England,Pediatrics; Psychiatry; Psychology,1996,9604507
Clinical neuropharmacology.,Clin Neuropharmacol,0362-5664,1537-162X,United States,Psychopharmacology,1976,7607910
Clinical psychology & psychotherapy.,Clin Psychol Psychother,1063-3995,1099-0879,England,Psychiatry; Psychology; Therapeutics,1993,9416196
Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology.,Cogn Behav Neurol,1543-3633,1543-3641,United States,Neurology; Psychiatry; Psychology,2003,101167278
Cognitive neuropsychiatry.,Cogn Neuropsychiatry,1354-6805,1464-0619,England,Neurology; Psychiatry,1990,9713497
Comprehensive psychiatry.,Compr Psychiatry,0010-440X,1532-8384,United States,Psychiatry,1960,0372612
"Culture, medicine and psychiatry.",Cult Med Psychiatry,0165-005X,1573-076X,Netherlands,Anthropology; Psychiatry; Social Sciences,1977,7707467
Current drug research reviews.,Curr Drug Res Rev,2589-9775,2589-9783,United Arab Emirates,Substance-Related Disorders,2018,101735701
Current opinion in psychiatry.,Curr Opin Psychiatry,0951-7367,1473-6578,United States,Psychiatry,1988,8809880
Current psychiatry reports.,Curr Psychiatry Rep,1523-3812,1535-1645,United States,Psychiatry,1999,100888960
Dementia and geriatric cognitive disorders.,Dement Geriatr Cogn Disord,1420-8008,1421-9824,Switzerland,Geriatrics; Neurology; Psychiatry,1997,9705200
Dementia.,Dementia (London),1471-3012,1741-2684,England,Psychiatry,2002,101128698
Depression and anxiety.,Depress Anxiety,1091-4269,1520-6394,United States,Psychiatry,1997,9708816
Development and psychopathology.,Dev Psychopathol,0954-5794,1469-2198,United States,Psychiatry; Psychology,1989,8910645
Drug and alcohol dependence.,Drug Alcohol Depend,0376-8716,1879-0046,Ireland,Substance-Related Disorders,1975,7513587
Drug and alcohol review.,Drug Alcohol Rev,0959-5236,1465-3362,Australia,Substance-Related Disorders,1990,9015440
Early intervention in psychiatry.,Early Interv Psychiatry,1751-7885,1751-7893,Australia,Psychiatry,2007,101320027
East Asian archives of psychiatry : official journal of the Hong Kong College of Psychiatrists = Dong Ya jing shen ke xue zhi : Xianggang jing shen ke yi xue yuan qi kan.,East Asian Arch Psychiatry,2078-9947,2224-7041,China,Psychiatry,2010,101536416
Epidemiology and psychiatric sciences.,Epidemiol Psychiatr Sci,2045-7960,2045-7979,England,Epidemiology; Psychiatry,2011,101561091
European addiction research.,Eur Addict Res,1022-6877,1421-9891,Switzerland,Substance-Related Disorders,1995,9502920
European archives of psychiatry and clinical neuroscience.,Eur Arch Psychiatry Clin Neurosci,0940-1334,1433-8491,Germany,Neurology; Psychiatry,1990,9103030
European child & adolescent psychiatry.,Eur Child Adolesc Psychiatry,1018-8827,1435-165X,Germany,Pediatrics; Psychiatry,1992,9212296
European journal of psychotraumatology.,Eur J Psychotraumatol,,2000-8066,United States,Psychiatry; Psychology,2010,101559025
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology.,Eur Neuropsychopharmacol,0924-977X,1873-7862,Netherlands,Psychopharmacology,1990,9111390
European psychiatry : the journal of the Association of European Psychiatrists.,Eur Psychiatry,0924-9338,1778-3585,England,Psychiatry,1991,9111820
Experimental and clinical psychopharmacology.,Exp Clin Psychopharmacol,1064-1297,1936-2293,United States,Psychopharmacology,1993,9419066
Fortschritte der Neurologie-Psychiatrie.,Fortschr Neurol Psychiatr,0720-4299,1439-3522,Germany,Neurology; Psychiatry,1981,8103137
General hospital psychiatry.,Gen Hosp Psychiatry,0163-8343,1873-7714,United States,Hospitals; Psychiatry,1979,7905527
Harm reduction journal.,Harm Reduct J,,1477-7517,England,Drug Therapy; Psychopharmacology; Substance-Related Disorders,2004,101153624
Harvard review of psychiatry.,Harv Rev Psychiatry,1067-3229,1465-7309,United States,Psychiatry,1993,9312789
History of psychiatry.,Hist Psychiatry,0957-154X,1740-2360,England,History of Medicine; Psychiatry,1990,9013819
Human psychopharmacology.,Hum Psychopharmacol,0885-6222,1099-1077,England,Psychopharmacology,1986,8702539
Intellectual and developmental disabilities.,Intellect Dev Disabil,1934-9491,1934-9556,United States,Psychiatry,2007,101299965
International clinical psychopharmacology.,Int Clin Psychopharmacol,0268-1315,1473-5857,England,Psychopharmacology,1986,8609061
International journal of geriatric psychiatry.,Int J Geriatr Psychiatry,0885-6230,1099-1166,England,Geriatrics; Psychiatry,1986,8710629
International journal of group psychotherapy.,Int J Group Psychother,0020-7284,1943-2836,England,Psychiatry; Therapeutics,1951,0374720
International journal of law and psychiatry.,Int J Law Psychiatry,0160-2527,1873-6386,Netherlands,Jurisprudence; Psychiatry,1978,7806862
International journal of methods in psychiatric research.,Int J Methods Psychiatr Res,1049-8931,1557-0657,United States,Psychiatry,1991,9111433
International journal of psychiatry in clinical practice.,Int J Psychiatry Clin Pract,1365-1501,1471-1788,England,Psychiatry,1997,9709509
International journal of psychiatry in medicine.,Int J Psychiatry Med,0091-2174,1541-3527,United States,Psychiatry,1973,0365646
International psychogeriatrics,Int Psychogeriatr,1041-6102,1741-203X,United States,Geriatrics; Psychiatry,1989,9007918
International review of psychiatry.,Int Rev Psychiatry,0954-0261,1369-1627,England,Psychiatry,1989,8918131
Irish journal of psychological medicine.,Ir J Psychol Med,0790-9667,2051-6967,England,Psychiatry,1988,8900208
JAMA psychiatry.,JAMA Psychiatry,2168-622X,2168-6238,United States,Psychiatry; Psychology,2013,101589550
Journal of addiction medicine.,J Addict Med,1932-0620,1935-3227,Netherlands,Substance-Related Disorders,2007,101306759
Journal of addictions nursing.,J Addict Nurs,1088-4602,1548-7148,United States,Nursing; Substance-Related Disorders,1996,9616159
Journal of addictive diseases.,J Addict Dis,1055-0887,1545-0848,England,Substance-Related Disorders,1991,9107051
Journal of affective disorders.,J Affect Disord,0165-0327,1573-2517,Netherlands,Psychiatry,1979,7906073
Journal of anxiety disorders.,J Anxiety Disord,0887-6185,1873-7897,Netherlands,Psychiatry,1987,8710131
Journal of applied research in intellectual disabilities : JARID.,J Appl Res Intellect Disabil,1360-2322,1468-3148,England,Psychiatry,1996,9613616
Journal of attention disorders.,J Atten Disord,1087-0547,1557-1246,United States,Psychiatry,1996,9615686
Journal of autism and developmental disorders.,J Autism Dev Disord,0162-3257,1573-3432,United States,Pediatrics; Psychiatry,1979,7904301
Journal of behavior therapy and experimental psychiatry.,J Behav Ther Exp Psychiatry,0005-7916,1873-7943,Netherlands,Behavioral Sciences; Psychiatry; Therapeutics,1970,0245075
Journal of behavioral addictions.,J Behav Addict,2062-5871,2063-5303,Hungary,Behavioral Sciences; Psychiatry,2012,101602037
"Journal of child and adolescent psychiatric nursing : official publication of the Association of Child and Adolescent Psychiatric Nurses, Inc.",J Child Adolesc Psychiatr Nurs,1073-6077,1744-6171,England,Nursing; Pediatrics; Psychiatry,1994,9431738
Journal of child and adolescent psychopharmacology.,J Child Adolesc Psychopharmacol,1044-5463,1557-8992,United States,Pediatrics; Psychopharmacology,1990,9105358
"Journal of child psychology and psychiatry, and allied disciplines.",J Child Psychol Psychiatry,0021-9630,1469-7610,England,Psychiatry; Psychology,1960,0375361
Journal of child sexual abuse.,J Child Sex Abus,1053-8712,1547-0679,United States,Behavioral Sciences; Psychiatry,1992,9301157
Journal of clinical psychopharmacology.,J Clin Psychopharmacol,0271-0749,1533-712X,United States,Psychopharmacology,1981,8109496
Journal of drug education.,J Drug Educ,0047-2379,1541-4159,United States,Education; Substance-Related Disorders,1971,1300031
Journal of dual diagnosis.,J Dual Diagn,1550-4263,1550-4271,United States,Psychiatry; Substance-Related Disorders,2004,101197457
Journal of ethnicity in substance abuse.,J Ethn Subst Abuse,1533-2640,1533-2659,England,Social Sciences; Substance-Related Disorders,2002,101083217
Journal of geriatric psychiatry and neurology.,J Geriatr Psychiatry Neurol,0891-9887,1552-5708,United States,Geriatrics; Neurology; Psychiatry,1988,8805645
Journal of intellectual & developmental disability.,J Intellect Dev Disabil,1366-8250,1469-9532,England,Psychiatry,1996,9610837
Journal of intellectual disabilities : JOID.,J Intellect Disabil,1744-6295,1744-6309,England,Psychiatry,2005,101229024
Journal of intellectual disability research : JIDR.,J Intellect Disabil Res,0964-2633,1365-2788,England,Psychiatry,1992,9206090
Journal of marital and family therapy.,J Marital Fam Ther,0194-472X,1752-0606,United States,Psychiatry; Psychology; Therapeutics,1979,7904614
Journal of mental health.,J Ment Health,0963-8237,1360-0567,England,Psychiatry; Psychology,1992,9212352
Journal of neurodevelopmental disorders.,J Neurodev Disord,1866-1947,1866-1955,England,Neurology; Psychiatry,2009,101483832
"Journal of neurology, neurosurgery, and psychiatry.",J Neurol Neurosurg Psychiatry,0022-3050,1468-330X,England,Neurology; Neurosurgery; Psychiatry,1944,2985191R
Journal of opioid management.,J Opioid Manag,1551-7489,,United States,Drug Therapy; Neurology; Psychophysiology; Substance-Related Disorders,2005,101234523
Journal of personality assessment.,J Pers Assess,0022-3891,1532-7752,England,Psychiatry; Psychology,1971,1260201
Journal of personality disorders.,J Pers Disord,0885-579X,1943-2763,United States,Psychiatry; Psychology,1987,8710838
Journal of psychiatric and mental health nursing.,J Psychiatr Ment Health Nurs,1351-0126,1365-2850,England,Nursing; Psychiatry; Psychology,1994,9439514
Journal of psychiatric practice.,J Psychiatr Pract,1527-4160,1538-1145,United States,Psychiatry,2000,100901141
Journal of psychiatric research.,J Psychiatr Res,0022-3956,1879-1379,England,Psychiatry,1961,0376331
Journal of psychiatry & neuroscience : JPN.,J Psychiatry Neurosci,1180-4882,1488-2434,Canada,Neurology; Psychiatry,1991,9107859
Journal of psychoactive drugs.,J Psychoactive Drugs,0279-1072,2159-9777,United States,Psychopharmacology; Substance-Related Disorders,1981,8113536
Journal of psychopharmacology,J Psychopharmacol,0269-8811,1461-7285,United States,Psychopharmacology,1987,8907828
Journal of psychosomatic obstetrics and gynaecology.,J Psychosom Obstet Gynaecol,0167-482X,1743-8942,England,Gynecology; Obstetrics; Psychiatry,1982,8308648
Journal of psychosomatic research.,J Psychosom Res,0022-3999,1879-1360,England,Psychiatry,1956,0376333
Journal of sex & marital therapy.,J Sex Marital Ther,0092-623X,1521-0715,England,Behavioral Sciences; Psychiatry,1974,7502387
Journal of studies on alcohol and drugs.,J Stud Alcohol Drugs,1937-1888,1938-4114,United States,Substance-Related Disorders,2007,101295847
Journal of studies on alcohol and drugs. Supplement.,J Stud Alcohol Drugs Suppl,1946-584X,1946-5858,United States,Substance-Related Disorders,2009,101508051
Journal of substance use and addiction treatment.,J Subst Use Addict Treat,2949-8767,2949-8759,United States,Substance-Related Disorders,2023,9918541186406676
Journal of the Academy of Consultation-Liaison Psychiatry.,J Acad Consult Liaison Psychiatry,2667-2979,2667-2960,Netherlands,Psychiatry,2021,101775059
Journal of the American Academy of Child and Adolescent Psychiatry.,J Am Acad Child Adolesc Psychiatry,0890-8567,1527-5418,United States,Pediatrics; Psychiatry,1987,8704565
Journal of the American Psychiatric Nurses Association.,J Am Psychiatr Nurses Assoc,1078-3903,1532-5725,United States,Nursing; Psychiatry,1995,9507418
Journal of the American Psychoanalytic Association.,J Am Psychoanal Assoc,0003-0651,1941-2460,United States,Psychiatry,1953,7505579
Molecular autism.,Mol Autism,,2040-2392,England,Genetics; Psychiatry,2010,101534222
Molecular psychiatry.,Mol Psychiatry,1359-4184,1476-5578,England,Molecular Biology; Psychiatry,1996,9607835
Neurocase.,Neurocase,1355-4794,1465-3656,England,Behavioral Sciences; Neurology; Psychiatry; Psychology,1995,9511374
"Neuropsychiatrie : Klinik, Diagnostik, Therapie und Rehabilitation : Organ der Gesellschaft Österreichischer Nervenärzte und Psychiater.",Neuropsychiatr,0948-6259,2194-1327,Germany,Neurology; Psychiatry,1986,9440588
Neuropsychobiology.,Neuropsychobiology,0302-282X,1423-0224,Switzerland,Neurology; Psychiatry,1975,7512895
Neuropsychopharmacologia Hungarica : a Magyar Pszichofarmakológiai Egyesület lapja = official journal of the Hungarian Association of Psychopharmacology.,Neuropsychopharmacol Hung,1419-8711,2064-2512,Hungary,Neurology; Psychopharmacology,1999,100961631
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology.,Neuropsychopharmacology,0893-133X,1740-634X,England,Neurology; Psychopharmacology,1987,8904907
Neuropsychopharmacology reports.,Neuropsychopharmacol Rep,,2574-173X,United States,Neurology; Psychopharmacology,2018,101719700
New directions for student leadership.,New Dir Stud Leadersh,2373-3349,2373-3357,United States,Psychiatry; Psychology,2015,101669124
Nordic journal of psychiatry.,Nord J Psychiatry,0803-9488,1502-4725,England,Psychiatry; Psychopharmacology,1999,100927567
"OTJR : occupation, participation and health.",OTJR (Thorofare N J),1539-4492,1938-2383,United States,Occupational Medicine; Physical and Rehabilitation Medicine; Psychiatry,2002,101144015
Personality and mental health.,Personal Ment Health,1932-8621,1932-863X,England,Psychiatry; Psychology,2007,101473502
"Pharmacology, biochemistry, and behavior.",Pharmacol Biochem Behav,0091-3057,1873-5177,United States,Behavioral Sciences; Biochemistry; Pharmacology; Psychopharmacology,1973,0367050
Pharmacopsychiatry.,Pharmacopsychiatry,0176-3679,1439-0795,Germany,Psychiatry; Psychopharmacology,1984,8402938
Praxis der Kinderpsychologie und Kinderpsychiatrie.,Prax Kinderpsychol Kinderpsychiatr,0032-7034,2196-8225,Germany,Pediatrics; Psychiatry; Psychology,1952,0404246
Progress in neuro-psychopharmacology & biological psychiatry.,Prog Neuropsychopharmacol Biol Psychiatry,0278-5846,1878-4216,England,Psychiatry; Psychopharmacology,1982,8211617
Psychiatria Danubina.,Psychiatr Danub,0353-5053,,Croatia,Psychiatry,1989,9424753
Psychiatria Hungarica : A Magyar Pszichiátriai Társaság tudományos folyóirata.,Psychiatr Hung,0237-7896,,Hungary,Psychiatry,1986,9426825
Psychiatria polska.,Psychiatr Pol,0033-2674,2391-5854,Poland,Psychiatry,1967,0103314
Psychiatric genetics.,Psychiatr Genet,0955-8829,1473-5873,England,Genetics; Psychiatry,1990,9106748
Psychiatric rehabilitation journal.,Psychiatr Rehabil J,1095-158X,1559-3126,United States,Psychiatry,1995,9601800
Psychiatric services : a journal of the American Psychiatric Association.,Psychiatr Serv,1075-2730,1557-9700,United States,Psychiatry,1995,9502838
Psychiatrische Praxis.,Psychiatr Prax,0303-4259,1439-0876,Germany,Psychiatry,1974,0423204
Psychiatry and clinical neurosciences.,Psychiatry Clin Neurosci,1323-1316,1440-1819,Australia,Neurology; Psychiatry,1995,9513551
Psychiatry research.,Psychiatry Res,0165-1781,1872-7123,Ireland,Psychiatry,1979,7911385
Psychiatry research. Neuroimaging.,Psychiatry Res Neuroimaging,0925-4927,1872-7506,Netherlands,Diagnostic Imaging; Neurology; Psychiatry,1990,101723001
Psychiatry.,Psychiatry,0033-2747,1943-281X,United States,Psychiatry,1938,0376470
Psychoanalytic review.,Psychoanal Rev,0033-2836,1943-3301,United States,Psychiatry,1963,0401156
Psychodynamic psychiatry.,Psychodyn Psychiatry,2162-2590,2162-2604,United States,Psychiatry,2012,101580621
Psychology and psychotherapy.,Psychol Psychother,1476-0835,2044-8341,England,Psychiatry; Psychology; Therapeutics,2002,101135751
Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors.,Psychol Addict Behav,0893-164X,1939-1501,United States,Psychology; Substance-Related Disorders,1987,8802734
Psychoneuroendocrinology.,Psychoneuroendocrinology,0306-4530,1873-3360,England,Endocrinology; Neurology; Psychiatry,1975,7612148
Psychopathology.,Psychopathology,0254-4962,1423-033X,Switzerland,Psychiatry,1984,8401537
Psychopharmacology bulletin.,Psychopharmacol Bull,0048-5764,2472-2448,United States,Psychopharmacology,1966,0101123
Psychopharmacology.,Psychopharmacology (Berl),0033-3158,1432-2072,Germany,Psychopharmacology,1976,7608025
"Psychotherapie, Psychosomatik, medizinische Psychologie.",Psychother Psychosom Med Psychol,0937-2032,1439-1058,Germany,Psychiatry,1980,8002823
Psychotherapy and psychosomatics.,Psychother Psychosom,0033-3190,1423-0348,Switzerland,Psychiatry; Therapeutics,1965,0024046
Psychotherapy research : journal of the Society for Psychotherapy Research.,Psychother Res,1050-3307,1468-4381,England,Psychiatry; Psychology; Therapeutics,1991,9110958
Research in developmental disabilities.,Res Dev Disabil,0891-4222,1873-3379,United States,Psychiatry,1987,8709782
Research on child and adolescent psychopathology.,Res Child Adolesc Psychopathol,2730-7166,2730-7174,United States,Pediatrics; Psychiatry; Psychology,2020,101773609
Revista Colombiana de psiquiatría.,Rev Colomb Psiquiatr (Engl Ed),,2530-3120,Spain,Psychiatry,2017,101778593
"Revista brasileira de psiquiatria : orgão oficial da Associação Brasileira de Psiquiatria, Asociación Psiquiátrica de la América Latina.",Braz J Psychiatry,1516-4446,1809-452X,Brazil,Psychiatry,1999,100895975
Rivista di psichiatria.,Riv Psichiatr,0035-6484,2038-2502,Italy,Psychiatry,1960,0425672
Santé mentale au Québec.,Sante Ment Que,0383-6320,1708-3923,Canada,Health Services; Psychiatry; Psychology,1976,9424773
Schizophrenia bulletin.,Schizophr Bull,0586-7614,1745-1701,United States,Psychiatry,1969,0236760
Schizophrenia research.,Schizophr Res,0920-9964,1573-2509,Netherlands,Psychiatry,1988,8804207
Sexual abuse : a journal of research and treatment.,Sex Abuse,1079-0632,1573-286X,United States,Psychiatry,1995,9506704
Social psychiatry and psychiatric epidemiology.,Soc Psychiatry Psychiatr Epidemiol,0933-7954,1433-9285,Germany,Epidemiology; Psychiatry; Social Sciences,1988,8804358
Spanish journal of psychiatry and mental health.,Span J Psychiatry Ment Health,,2950-2853,Spain,Psychiatry; Psychology,2023,9918697477806676
"Substance abuse treatment, prevention, and policy.",Subst Abuse Treat Prev Policy,,1747-597X,England,Substance-Related Disorders,2006,101258060
Substance use & addiction journal.,Subst Use Addctn J,2976-7342,2976-7350,United States,Substance-Related Disorders,2024,9918750589006676
Substance use & misuse.,Subst Use Misuse,1082-6084,1532-2491,England,Substance-Related Disorders,1996,9602153
Suicide & life-threatening behavior.,Suicide Life Threat Behav,0363-0234,1943-278X,England,Behavioral Sciences; Psychiatry,1976,7608054
The American journal of drug and alcohol abuse.,Am J Drug Alcohol Abuse,0095-2990,1097-9891,England,Substance-Related Disorders,1974,7502510
The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry.,Am J Geriatr Psychiatry,1064-7481,1545-7214,England,Geriatrics; Psychiatry,1993,9309609
The American journal of orthopsychiatry.,Am J Orthopsychiatry,0002-9432,1939-0025,United States,Psychiatry; Psychology,1930,0400640
The American journal of psychiatry.,Am J Psychiatry,0002-953X,1535-7228,United States,Psychiatry,1921,0370512
The American journal on addictions,Am J Addict,1055-0496,1521-0391,England,Substance-Related Disorders,1992,9208821
The Australian and New Zealand journal of psychiatry.,Aust N Z J Psychiatry,0004-8674,1440-1614,England,Psychiatry,1967,0111052
The British journal of psychiatry : the journal of mental science.,Br J Psychiatry,0007-1250,1472-1465,England,Psychiatry,1963,0342367
The Hastings Center report.,Hastings Cent Rep,0093-0334,1552-146X,United States,Ethics; Health Services Research; Psychiatry,1971,0410447
The International journal of psycho-analysis.,Int J Psychoanal,0020-7578,1745-8315,England,Psychiatry,1920,2985179R
The International journal of social psychiatry.,Int J Soc Psychiatry,0020-7640,1741-2854,England,Psychiatry,1955,0374726
The International journal on drug policy.,Int J Drug Policy,0955-3959,1873-4758,Netherlands,Public Health; Substance-Related Disorders,1989,9014759
The Journal of clinical psychiatry.,J Clin Psychiatry,0160-6689,1555-2101,United States,Psychiatry,1978,7801243
The Journal of nervous and mental disease.,J Nerv Ment Dis,0022-3018,1539-736X,United States,Neurology; Psychiatry,1876,0375402
The Journal of neuropsychiatry and clinical neurosciences.,J Neuropsychiatry Clin Neurosci,0895-0172,1545-7222,United States,Neurology; Psychiatry,1989,8911344
"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry.",Neuroscientist,1073-8584,1089-4098,United States,Neurology; Psychiatry,1995,9504819
The Psychiatric clinics of North America.,Psychiatr Clin North Am,0193-953X,1558-3147,United States,Psychiatry,1978,7708110
The Psychiatric quarterly.,Psychiatr Q,0033-2720,1573-6709,United States,Psychiatry,1927,0376465
The Psychoanalytic quarterly.,Psychoanal Q,0033-2828,2167-4086,United States,Psychiatry,1932,0226661
The international journal of neuropsychopharmacology,Int J Neuropsychopharmacol,1461-1457,1469-5111,England,Neurology; Psychopharmacology,1998,9815893
The journal of the American Academy of Psychiatry and the Law.,J Am Acad Psychiatry Law,1093-6793,1943-3662,United States,Jurisprudence; Psychiatry,1997,9708963
The lancet. Psychiatry.,Lancet Psychiatry,2215-0366,2215-0374,England,Psychiatry,2014,101638123
The primary care companion for CNS disorders.,Prim Care Companion CNS Disord,2155-7772,2155-7780,United States,Neurology; Primary Health Care; Psychiatry; Psychophysiology,2010,101547532
The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry.,World J Biol Psychiatry,1562-2975,1814-1412,England,Psychiatry,2000,101120023
Tijdschrift voor psychiatrie.,Tijdschr Psychiatr,0303-7339,,Netherlands,Psychiatry,1972,0423731
Tobacco control.,Tob Control,0964-4563,1468-3318,England,Substance-Related Disorders,1992,9209612
Transcultural psychiatry.,Transcult Psychiatry,1363-4615,1461-7471,England,Psychiatry,1997,9708119
Translational psychiatry.,Transl Psychiatry,,2158-3188,United States,Psychiatry,2011,101562664
Trends in psychiatry and psychotherapy.,Trends Psychiatry Psychother,2237-6089,2238-0019,Brazil,Psychiatry,2011,101610695
Türk psikiyatri dergisi = Turkish journal of psychiatry.,Turk Psikiyatri Derg,1300-2163,2651-3463,Turkey,Psychiatry,1990,9425936
Vertex : revista argentina de psiquiatriá,Vertex,0327-6139,2718-904X,Argentina,Psychiatry,1990,9440528
Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie.,Z Kinder Jugendpsychiatr Psychother,1422-4917,,Switzerland,Pediatrics; Psychiatry,1996,9801717
Zeitschrift für Psychosomatische Medizin und Psychotherapie.,Z Psychosom Med Psychother,1438-3608,2196-8349,Germany,Psychiatry; Psychophysiology,1999,100886617
Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova,Zh Nevrol Psikhiatr Im S S Korsakova,1997-7298,2309-4729,Russia (Federation),Neurology; Psychiatry,1993,9712194
